student.vpnsmp1_01,portal364,1469,66877
student.vpnsmp1_02,portal724,1469,66877
student.vpnsmp1_03,portal546,1469,66877
student.vpnsmp1_04,portal134,1469,66877
student.vpnsmp1_05,portal635,1469,66877
student.vpnsmp1_06,portal315,1469,66877
student.vpnsmp1_07,portal761,1469,66877
student.vpnsmp1_08,portal488,1469,66877
student.vpnsmp1_09,portal152,1469,66877
student.vpnsmp1_10,portal117,1469,66877
student.vpnsmp1_100,portal404,1469,66877
student.vpnsmp1_1000,portal750,1469,66877
student.vpnsmp1_1001,portal978,1469,66877
student.vpnsmp1_1002,portal451,1469,66877
student.vpnsmp1_1003,portal446,1469,66877
student.vpnsmp1_1004,portal238,1469,66877
student.vpnsmp1_1005,portal605,1469,66877
student.vpnsmp1_1006,portal730,1469,66877
student.vpnsmp1_1007,portal808,1469,66877
student.vpnsmp1_1008,portal454,1469,66877
student.vpnsmp1_1009,portal930,1469,66877
student.vpnsmp1_101,portal670,1469,66877
student.vpnsmp1_1010,portal297,1469,66877
student.vpnsmp1_1011,portal868,1469,66877
student.vpnsmp1_1012,portal265,1469,66877
student.vpnsmp1_1013,portal877,1469,66877
student.vpnsmp1_1014,portal888,1469,66877
student.vpnsmp1_1015,portal115,1469,66877
student.vpnsmp1_1016,portal375,1469,66877
student.vpnsmp1_1017,portal381,1469,66877
student.vpnsmp1_1018,portal135,1469,66877
student.vpnsmp1_1019,portal182,1469,66877
student.vpnsmp1_102,portal474,1469,66877
student.vpnsmp1_1020,portal191,1469,66877
student.vpnsmp1_1021,portal730,1469,66877
student.vpnsmp1_1022,portal523,1469,66877
student.vpnsmp1_1023,portal137,1469,66877
student.vpnsmp1_1024,portal354,1469,66877
student.vpnsmp1_1025,portal763,1469,66877
student.vpnsmp1_1026,portal561,1469,66877
student.vpnsmp1_1027,portal179,1469,66877
student.vpnsmp1_1028,portal443,1469,66877
student.vpnsmp1_1029,portal259,1469,66877
student.vpnsmp1_103,portal522,1469,66877
student.vpnsmp1_1030,portal652,1469,66877
student.vpnsmp1_1031,portal894,1469,66877
student.vpnsmp1_1032,portal601,1469,66877
student.vpnsmp1_1033,portal274,1469,66877
student.vpnsmp1_1034,portal160,1469,66877
student.vpnsmp1_1035,portal491,1469,66877
student.vpnsmp1_1036,portal972,1469,66877
student.vpnsmp1_1037,portal365,1469,66877
student.vpnsmp1_1038,portal588,1469,66877
student.vpnsmp1_1039,portal208,1469,66877
student.vpnsmp1_104,portal553,1469,66877
student.vpnsmp1_1040,portal467,1469,66877
student.vpnsmp1_1041,portal877,1469,66877
student.vpnsmp1_1042,portal848,1469,66877
student.vpnsmp1_1043,portal512,1469,66877
student.vpnsmp1_1044,portal895,1469,66877
student.vpnsmp1_1045,portal327,1469,66877
student.vpnsmp1_1046,portal356,1469,66877
student.vpnsmp1_1047,portal275,1469,66877
student.vpnsmp1_1048,portal849,1469,66877
student.vpnsmp1_1049,portal458,1469,66877
student.vpnsmp1_105,portal835,1469,66877
student.vpnsmp1_1050,portal779,1469,66877
student.vpnsmp1_1051,portal893,1469,66877
student.vpnsmp1_1052,portal648,1469,66877
student.vpnsmp1_1053,portal232,1469,66877
student.vpnsmp1_1054,portal785,1469,66877
student.vpnsmp1_1055,portal824,1469,66877
student.vpnsmp1_1056,portal470,1469,66877
student.vpnsmp1_1057,portal438,1469,66877
student.vpnsmp1_1058,portal388,1469,66877
student.vpnsmp1_1059,portal200,1469,66877
student.vpnsmp1_106,portal524,1469,66877
student.vpnsmp1_1060,portal943,1469,66877
student.vpnsmp1_1061,portal154,1469,66877
student.vpnsmp1_1062,portal354,1469,66877
student.vpnsmp1_1063,portal352,1469,66877
student.vpnsmp1_1064,portal887,1469,66877
student.vpnsmp1_1065,portal929,1469,66877
student.vpnsmp1_1066,portal741,1469,66877
student.vpnsmp1_1067,portal104,1469,66877
student.vpnsmp1_1068,portal887,1469,66877
student.vpnsmp1_1069,portal244,1469,66877
student.vpnsmp1_107,portal591,1469,66877
student.vpnsmp1_1070,portal589,1469,66877
student.vpnsmp1_1071,portal390,1469,66877
student.vpnsmp1_1072,portal631,1469,66877
student.vpnsmp1_1073,portal540,1469,66877
student.vpnsmp1_1074,portal550,1469,66877
student.vpnsmp1_1075,portal578,1469,66877
student.vpnsmp1_1076,portal931,1469,66877
student.vpnsmp1_1077,portal265,1469,66877
student.vpnsmp1_1078,portal707,1469,66877
student.vpnsmp1_1079,portal591,1469,66877
student.vpnsmp1_108,portal292,1469,66877
student.vpnsmp1_1080,portal715,1469,66877
