student.vpnsmp1_01,portal364,1469,66877
student.vpnsmp1_02,portal724,1469,66877
student.vpnsmp1_03,portal546,1469,66877
student.vpnsmp1_04,portal134,1469,66877
student.vpnsmp1_05,portal635,1469,66877
student.vpnsmp1_06,portal315,1469,66877
student.vpnsmp1_07,portal761,1469,66877
student.vpnsmp1_08,portal488,1469,66877
student.vpnsmp1_09,portal152,1469,66877
student.vpnsmp1_10,portal117,1469,66877
student.vpnsmp1_100,portal404,1469,66877
student.vpnsmp1_1000,portal750,1469,66877
student.vpnsmp1_1001,portal978,1469,66877
student.vpnsmp1_1002,portal451,1469,66877
student.vpnsmp1_1003,portal446,1469,66877
student.vpnsmp1_1004,portal238,1469,66877
student.vpnsmp1_1005,portal605,1469,66877
student.vpnsmp1_1006,portal730,1469,66877
student.vpnsmp1_1007,portal808,1469,66877
student.vpnsmp1_1008,portal454,1469,66877
student.vpnsmp1_1009,portal930,1469,66877
student.vpnsmp1_101,portal670,1469,66877
student.vpnsmp1_1010,portal297,1469,66877
student.vpnsmp1_1011,portal868,1469,66877
student.vpnsmp1_1012,portal265,1469,66877
student.vpnsmp1_1013,portal877,1469,66877
student.vpnsmp1_1014,portal888,1469,66877
student.vpnsmp1_1015,portal115,1469,66877
student.vpnsmp1_1016,portal375,1469,66877
student.vpnsmp1_1017,portal381,1469,66877
student.vpnsmp1_1018,portal135,1469,66877
student.vpnsmp1_1019,portal182,1469,66877
student.vpnsmp1_102,portal474,1469,66877
student.vpnsmp1_1020,portal191,1469,66877
student.vpnsmp1_1021,portal730,1469,66877
student.vpnsmp1_1022,portal523,1469,66877
student.vpnsmp1_1023,portal137,1469,66877
student.vpnsmp1_1024,portal354,1469,66877
student.vpnsmp1_1025,portal763,1469,66877
student.vpnsmp1_1026,portal561,1469,66877
student.vpnsmp1_1027,portal179,1469,66877
student.vpnsmp1_1028,portal443,1469,66877
student.vpnsmp1_1029,portal259,1469,66877
student.vpnsmp1_103,portal522,1469,66877
student.vpnsmp1_1030,portal652,1469,66877
student.vpnsmp1_1031,portal894,1469,66877
student.vpnsmp1_1032,portal601,1469,66877
student.vpnsmp1_1033,portal274,1469,66877
student.vpnsmp1_1034,portal160,1469,66877
student.vpnsmp1_1035,portal491,1469,66877
student.vpnsmp1_1036,portal972,1469,66877
student.vpnsmp1_1037,portal365,1469,66877
student.vpnsmp1_1038,portal588,1469,66877
student.vpnsmp1_1039,portal208,1469,66877
student.vpnsmp1_104,portal553,1469,66877
student.vpnsmp1_1040,portal467,1469,66877
student.vpnsmp1_1041,portal877,1469,66877
student.vpnsmp1_1042,portal848,1469,66877
student.vpnsmp1_1043,portal512,1469,66877
student.vpnsmp1_1044,portal895,1469,66877
student.vpnsmp1_1045,portal327,1469,66877
student.vpnsmp1_1046,portal356,1469,66877
student.vpnsmp1_1047,portal275,1469,66877
student.vpnsmp1_1048,portal849,1469,66877
student.vpnsmp1_1049,portal458,1469,66877
student.vpnsmp1_105,portal835,1469,66877
student.vpnsmp1_1050,portal779,1469,66877
student.vpnsmp1_1051,portal893,1469,66877
student.vpnsmp1_1052,portal648,1469,66877
student.vpnsmp1_1053,portal232,1469,66877
student.vpnsmp1_1054,portal785,1469,66877
student.vpnsmp1_1055,portal824,1469,66877
student.vpnsmp1_1056,portal470,1469,66877
student.vpnsmp1_1057,portal438,1469,66877
student.vpnsmp1_1058,portal388,1469,66877
student.vpnsmp1_1059,portal200,1469,66877
student.vpnsmp1_106,portal524,1469,66877
student.vpnsmp1_1060,portal943,1469,66877
student.vpnsmp1_1061,portal154,1469,66877
student.vpnsmp1_1062,portal354,1469,66877
student.vpnsmp1_1063,portal352,1469,66877
student.vpnsmp1_1064,portal887,1469,66877
student.vpnsmp1_1065,portal929,1469,66877
student.vpnsmp1_1066,portal741,1469,66877
student.vpnsmp1_1067,portal104,1469,66877
student.vpnsmp1_1068,portal887,1469,66877
student.vpnsmp1_1069,portal244,1469,66877
student.vpnsmp1_107,portal591,1469,66877
student.vpnsmp1_1070,portal589,1469,66877
student.vpnsmp1_1071,portal390,1469,66877
student.vpnsmp1_1072,portal631,1469,66877
student.vpnsmp1_1073,portal540,1469,66877
student.vpnsmp1_1074,portal550,1469,66877
student.vpnsmp1_1075,portal578,1469,66877
student.vpnsmp1_1076,portal931,1469,66877
student.vpnsmp1_1077,portal265,1469,66877
student.vpnsmp1_1078,portal707,1469,66877
student.vpnsmp1_1079,portal591,1469,66877
student.vpnsmp1_108,portal292,1469,66877
student.vpnsmp1_1080,portal715,1469,66877
student.vpnsmp1_1081,portal330,1469,66877
student.vpnsmp1_1082,portal565,1469,66877
student.vpnsmp1_1083,portal785,1469,66877
student.vpnsmp1_1084,portal861,1469,66877
student.vpnsmp1_1085,portal407,1469,66877
student.vpnsmp1_1086,portal778,1469,66877
student.vpnsmp1_1087,portal752,1469,66877
student.vpnsmp1_1088,portal252,1469,66877
student.vpnsmp1_1089,portal988,1469,66877
student.vpnsmp1_109,portal266,1469,66877
student.vpnsmp1_1090,portal391,1469,66877
student.vpnsmp1_1091,portal854,1469,66877
student.vpnsmp1_1092,portal229,1469,66877
student.vpnsmp1_1093,portal835,1469,66877
student.vpnsmp1_1094,portal928,1469,66877
student.vpnsmp1_1095,portal382,1469,66877
student.vpnsmp1_1096,portal274,1469,66877
student.vpnsmp1_1097,portal624,1469,66877
student.vpnsmp1_1098,portal335,1469,66877
student.vpnsmp1_1099,portal180,1469,66877
student.vpnsmp1_11,portal538,1469,66877
student.vpnsmp1_110,portal234,1469,66877
student.vpnsmp1_1100,portal367,1469,66877
student.vpnsmp1_1101,portal504,1469,66877
student.vpnsmp1_1102,portal759,1469,66877
student.vpnsmp1_1103,portal496,1469,66877
student.vpnsmp1_1104,portal607,1469,66877
student.vpnsmp1_1105,portal491,1469,66877
student.vpnsmp1_1106,portal324,1469,66877
student.vpnsmp1_1107,portal704,1469,66877
student.vpnsmp1_1108,portal618,1469,66877
student.vpnsmp1_1109,portal219,1469,66877
student.vpnsmp1_111,portal434,1469,66877
student.vpnsmp1_1110,portal173,1469,66877
student.vpnsmp1_1111,portal492,1469,66877
student.vpnsmp1_1112,portal444,1469,66877
student.vpnsmp1_1113,portal843,1469,66877
student.vpnsmp1_1114,portal793,1469,66877
student.vpnsmp1_1115,portal729,1469,66877
student.vpnsmp1_1116,portal389,1469,66877
student.vpnsmp1_1117,portal907,1469,66877
student.vpnsmp1_1118,portal705,1469,66877
student.vpnsmp1_1119,portal490,1469,66877
student.vpnsmp1_112,portal861,1469,66877
student.vpnsmp1_1120,portal248,1469,66877
student.vpnsmp1_1121,portal351,1469,66877
student.vpnsmp1_1122,portal343,1469,66877
student.vpnsmp1_1123,portal561,1469,66877
student.vpnsmp1_1124,portal857,1469,66877
student.vpnsmp1_1125,portal658,1469,66877
student.vpnsmp1_1126,portal703,1469,66877
student.vpnsmp1_1127,portal141,1469,66877
student.vpnsmp1_1128,portal486,1469,66877
student.vpnsmp1_1129,portal392,1469,66877
student.vpnsmp1_113,portal497,1469,66877
student.vpnsmp1_1130,portal795,1469,66877
student.vpnsmp1_1131,portal860,1469,66877
student.vpnsmp1_1132,portal332,1469,66877
student.vpnsmp1_1133,portal949,1469,66877
student.vpnsmp1_1134,portal490,1469,66877
student.vpnsmp1_1135,portal645,1469,66877
student.vpnsmp1_1136,portal429,1469,66877
student.vpnsmp1_1137,portal313,1469,66877
student.vpnsmp1_1138,portal404,1469,66877
student.vpnsmp1_1139,portal248,1469,66877
student.vpnsmp1_114,portal222,1469,66877
student.vpnsmp1_1140,portal317,1469,66877
student.vpnsmp1_1141,portal693,1469,66877
student.vpnsmp1_1142,portal828,1469,66877
student.vpnsmp1_1143,portal827,1469,66877
student.vpnsmp1_1144,portal418,1469,66877
student.vpnsmp1_1145,portal889,1469,66877
student.vpnsmp1_1146,portal506,1469,66877
student.vpnsmp1_1147,portal320,1469,66877
student.vpnsmp1_1148,portal211,1469,66877
student.vpnsmp1_1149,portal278,1469,66877
student.vpnsmp1_115,portal791,1469,66877
student.vpnsmp1_1150,portal953,1469,66877
student.vpnsmp1_1151,portal634,1469,66877
student.vpnsmp1_1152,portal912,1469,66877
student.vpnsmp1_1153,portal706,1469,66877
student.vpnsmp1_1154,portal860,1469,66877
student.vpnsmp1_1155,portal295,1469,66877
student.vpnsmp1_1156,portal206,1469,66877
student.vpnsmp1_1157,portal998,1469,66877
student.vpnsmp1_1158,portal782,1469,66877
student.vpnsmp1_1159,portal599,1469,66877
student.vpnsmp1_116,portal603,1469,66877
student.vpnsmp1_1160,portal493,1469,66877
student.vpnsmp1_1161,portal148,1469,66877
student.vpnsmp1_1162,portal420,1469,66877
student.vpnsmp1_1163,portal140,1469,66877
student.vpnsmp1_1164,portal650,1469,66877
student.vpnsmp1_1165,portal221,1469,66877
student.vpnsmp1_1166,portal973,1469,66877
student.vpnsmp1_1167,portal428,1469,66877
student.vpnsmp1_1168,portal355,1469,66877
student.vpnsmp1_1169,portal599,1469,66877
student.vpnsmp1_117,portal475,1469,66877
student.vpnsmp1_1170,portal241,1469,66877
student.vpnsmp1_1171,portal131,1469,66877
student.vpnsmp1_1172,portal192,1469,66877
student.vpnsmp1_1173,portal957,1469,66877
student.vpnsmp1_1174,portal878,1469,66877
student.vpnsmp1_1175,portal726,1469,66877
student.vpnsmp1_1176,portal559,1469,66877
student.vpnsmp1_1177,portal179,1469,66877
student.vpnsmp1_1178,portal801,1469,66877
student.vpnsmp1_1179,portal932,1469,66877
student.vpnsmp1_118,portal483,1469,66877
student.vpnsmp1_1180,portal636,1469,66877
student.vpnsmp1_1181,portal696,1469,66877
student.vpnsmp1_1182,portal675,1469,66877
student.vpnsmp1_1183,portal184,1469,66877
student.vpnsmp1_1184,portal322,1469,66877
student.vpnsmp1_1185,portal854,1469,66877
student.vpnsmp1_1186,portal639,1469,66877
student.vpnsmp1_1187,portal678,1469,66877
student.vpnsmp1_1188,portal180,1469,66877
student.vpnsmp1_1189,portal577,1469,66877
student.vpnsmp1_119,portal981,1469,66877
student.vpnsmp1_1190,portal444,1469,66877
student.vpnsmp1_1191,portal544,1469,66877
student.vpnsmp1_1192,portal922,1469,66877
student.vpnsmp1_1193,portal701,1469,66877
student.vpnsmp1_1194,portal204,1469,66877
student.vpnsmp1_1195,portal584,1469,66877
student.vpnsmp1_1196,portal425,1469,66877
student.vpnsmp1_1197,portal972,1469,66877
student.vpnsmp1_1198,portal762,1469,66877
student.vpnsmp1_1199,portal723,1469,66877
student.vpnsmp1_12,portal610,1469,66877
student.vpnsmp1_120,portal255,1469,66877
student.vpnsmp1_1200,portal620,1469,66877
student.vpnsmp1_1201,portal833,1469,66877
student.vpnsmp1_1202,portal646,1469,66877
student.vpnsmp1_1203,portal247,1469,66877
student.vpnsmp1_1204,portal773,1469,66877
student.vpnsmp1_1205,portal907,1469,66877
student.vpnsmp1_1206,portal771,1469,66877
student.vpnsmp1_1207,portal616,1469,66877
student.vpnsmp1_1208,portal629,1469,66877
student.vpnsmp1_1209,portal877,1469,66877
student.vpnsmp1_121,portal812,1469,66877
student.vpnsmp1_1210,portal352,1469,66877
student.vpnsmp1_1211,portal502,1469,66877
student.vpnsmp1_1212,portal720,1469,66877
student.vpnsmp1_1213,portal231,1469,66877
student.vpnsmp1_1214,portal591,1469,66877
student.vpnsmp1_1215,portal374,1469,66877
student.vpnsmp1_1216,portal856,1469,66877
student.vpnsmp1_1217,portal220,1469,66877
student.vpnsmp1_1218,portal873,1469,66877
student.vpnsmp1_1219,portal752,1469,66877
student.vpnsmp1_122,portal262,1469,66877
student.vpnsmp1_1220,portal371,1469,66877
student.vpnsmp1_1221,portal382,1469,66877
student.vpnsmp1_1222,portal106,1469,66877
student.vpnsmp1_1223,portal340,1469,66877
student.vpnsmp1_1224,portal707,1469,66877
student.vpnsmp1_1225,portal382,1469,66877
student.vpnsmp1_1226,portal775,1469,66877
student.vpnsmp1_1227,portal686,1469,66877
student.vpnsmp1_1228,portal673,1469,66877
student.vpnsmp1_1229,portal713,1469,66877
student.vpnsmp1_123,portal521,1469,66877
student.vpnsmp1_1230,portal271,1469,66877
student.vpnsmp1_1231,portal356,1469,66877
student.vpnsmp1_1232,portal405,1469,66877
student.vpnsmp1_1233,portal828,1469,66877
student.vpnsmp1_1234,portal647,1469,66877
student.vpnsmp1_1235,portal395,1469,66877
student.vpnsmp1_1236,portal672,1469,66877
student.vpnsmp1_1237,portal255,1469,66877
student.vpnsmp1_1238,portal318,1469,66877
student.vpnsmp1_1239,portal486,1469,66877
student.vpnsmp1_124,portal320,1469,66877
student.vpnsmp1_1240,portal668,1469,66877
student.vpnsmp1_1241,portal219,1469,66877
student.vpnsmp1_1242,portal436,1469,66877
student.vpnsmp1_1243,portal459,1469,66877
student.vpnsmp1_1244,portal606,1469,66877
student.vpnsmp1_1245,portal315,1469,66877
student.vpnsmp1_1246,portal504,1469,66877
student.vpnsmp1_1247,portal182,1469,66877
student.vpnsmp1_1248,portal457,1469,66877
student.vpnsmp1_1249,portal606,1469,66877
student.vpnsmp1_125,portal595,1469,66877
student.vpnsmp1_1250,portal957,1469,66877
student.vpnsmp1_1251,portal680,1469,66877
student.vpnsmp1_1252,portal614,1469,66877
student.vpnsmp1_1253,portal745,1469,66877
student.vpnsmp1_1254,portal304,1469,66877
student.vpnsmp1_1255,portal297,1469,66877
student.vpnsmp1_1256,portal820,1469,66877
student.vpnsmp1_1257,portal389,1469,66877
student.vpnsmp1_1258,portal277,1469,66877
student.vpnsmp1_1259,portal617,1469,66877
student.vpnsmp1_126,portal283,1469,66877
student.vpnsmp1_1260,portal916,1469,66877
student.vpnsmp1_1261,portal669,1469,66877
student.vpnsmp1_1262,portal555,1469,66877
student.vpnsmp1_1263,portal173,1469,66877
student.vpnsmp1_1264,portal958,1469,66877
student.vpnsmp1_1265,portal730,1469,66877
student.vpnsmp1_1266,portal912,1469,66877
student.vpnsmp1_1267,portal148,1469,66877
student.vpnsmp1_1268,portal686,1469,66877
student.vpnsmp1_1269,portal909,1469,66877
student.vpnsmp1_127,portal516,1469,66877
student.vpnsmp1_1270,portal659,1469,66877
student.vpnsmp1_1271,portal362,1469,66877
student.vpnsmp1_1272,portal333,1469,66877
student.vpnsmp1_1273,portal435,1469,66877
student.vpnsmp1_1274,portal149,1469,66877
student.vpnsmp1_1275,portal922,1469,66877
student.vpnsmp1_1276,portal623,1469,66877
student.vpnsmp1_1277,portal648,1469,66877
student.vpnsmp1_1278,portal666,1469,66877
student.vpnsmp1_1279,portal420,1469,66877
student.vpnsmp1_128,portal378,1469,66877
student.vpnsmp1_1280,portal322,1469,66877
student.vpnsmp1_1281,portal914,1469,66877
student.vpnsmp1_1282,portal151,1469,66877
student.vpnsmp1_1283,portal631,1469,66877
student.vpnsmp1_1284,portal418,1469,66877
student.vpnsmp1_1285,portal175,1469,66877
student.vpnsmp1_1286,portal483,1469,66877
student.vpnsmp1_1287,portal454,1469,66877
student.vpnsmp1_1288,portal622,1469,66877
student.vpnsmp1_1289,portal316,1469,66877
student.vpnsmp1_129,portal793,1469,66877
student.vpnsmp1_1290,portal177,1469,66877
student.vpnsmp1_1291,portal499,1469,66877
student.vpnsmp1_1292,portal147,1469,66877
student.vpnsmp1_1293,portal679,1469,66877
student.vpnsmp1_1294,portal903,1469,66877
student.vpnsmp1_1295,portal741,1469,66877
student.vpnsmp1_1296,portal587,1469,66877
student.vpnsmp1_1297,portal714,1469,66877
student.vpnsmp1_1298,portal184,1469,66877
student.vpnsmp1_1299,portal435,1469,66877
student.vpnsmp1_13,portal478,1469,66877
student.vpnsmp1_130,portal399,1469,66877
student.vpnsmp1_1300,portal339,1469,66877
student.vpnsmp1_1301,portal102,1469,66877
student.vpnsmp1_1302,portal186,1469,66877
student.vpnsmp1_1303,portal154,1469,66877
student.vpnsmp1_1304,portal648,1469,66877
student.vpnsmp1_1305,portal678,1469,66877
student.vpnsmp1_1306,portal134,1469,66877
student.vpnsmp1_1307,portal673,1469,66877
student.vpnsmp1_1308,portal433,1469,66877
student.vpnsmp1_1309,portal331,1469,66877
student.vpnsmp1_131,portal705,1469,66877
student.vpnsmp1_1310,portal889,1469,66877
student.vpnsmp1_1311,portal690,1469,66877
student.vpnsmp1_1312,portal571,1469,66877
student.vpnsmp1_1313,portal637,1469,66877
student.vpnsmp1_1314,portal120,1469,66877
student.vpnsmp1_1315,portal250,1469,66877
student.vpnsmp1_1316,portal368,1469,66877
student.vpnsmp1_1317,portal888,1469,66877
student.vpnsmp1_1318,portal459,1469,66877
student.vpnsmp1_1319,portal888,1469,66877
student.vpnsmp1_132,portal848,1469,66877
student.vpnsmp1_1320,portal947,1469,66877
student.vpnsmp1_1321,portal252,1469,66877
student.vpnsmp1_1322,portal648,1469,66877
student.vpnsmp1_1323,portal497,1469,66877
student.vpnsmp1_1324,portal606,1469,66877
student.vpnsmp1_1325,portal317,1469,66877
student.vpnsmp1_1326,portal141,1469,66877
student.vpnsmp1_1327,portal900,1469,66877
student.vpnsmp1_1328,portal152,1469,66877
student.vpnsmp1_1329,portal199,1469,66877
student.vpnsmp1_133,portal485,1469,66877
student.vpnsmp1_1330,portal291,1469,66877
student.vpnsmp1_1331,portal327,1469,66877
student.vpnsmp1_1332,portal365,1469,66877
student.vpnsmp1_1333,portal673,1469,66877
student.vpnsmp1_1334,portal634,1469,66877
student.vpnsmp1_1335,portal762,1469,66877
student.vpnsmp1_1336,portal691,1469,66877
student.vpnsmp1_1337,portal359,1469,66877
student.vpnsmp1_1338,portal589,1469,66877
student.vpnsmp1_1339,portal117,1469,66877
student.vpnsmp1_134,portal627,1469,66877
student.vpnsmp1_1340,portal985,1469,66877
student.vpnsmp1_1341,portal476,1469,66877
student.vpnsmp1_1342,portal512,1469,66877
